,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
8590,Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3244,3544
8591,Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,689,832
8592,Indian Institute of Information Technology Lucknow,"Computer Science (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1889,1889
8593,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6770,8382
8594,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11555,13725
8595,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,174,174
8596,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1163,1315
8597,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1900,1900
8598,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2677,3040
8599,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6292,6506
8600,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,197,197
8601,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1142,1855
8602,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3083,3083
8603,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,851,1274
8604,Indian Institute of Information Technology Lucknow,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1698,1698
8605,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1549,9604
8606,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14159,15121
8607,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,557,557
8608,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1586,1690
8609,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3211,3211
8610,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3176,3811
8611,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6915,7264
8612,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,471,471
8613,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2498,2782
8614,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4413,4608
8615,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1513,1732
8616,Indian Institute of Information Technology Lucknow,"Computer Science and Business (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),2228,2228
8617,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8821,10472
8618,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13765,14538
8619,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,471,471
8620,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),1096,1096
8621,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1523,1598
8622,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2124,2124
8623,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3241,3621
8624,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6864,7467
8625,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,314,314
8626,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2461,3039
8627,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4207,4446
8628,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,963,1414
8629,Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1768,1768
8630,Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,18547,30859
8631,Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,707,1428
8632,Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4540,5124
8633,Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,8377,12152
8634,Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,808,837
8635,Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4587,7350
8636,Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,804,3097
8637,Indian Institute of Information Technology(IIIT) Dharwad,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,29288,33873
8638,Indian Institute of Information Technology(IIIT) Dharwad,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1431,1599
8639,Indian Institute of Information Technology(IIIT) Dharwad,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5213,5633
8640,Indian Institute of Information Technology(IIIT) Dharwad,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,12051,12925
8641,Indian Institute of Information Technology(IIIT) Dharwad,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,6883,7875
8642,Indian Institute of Information Technology(IIIT) Dharwad,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3274,3443
8643,Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,27975,38533
8644,Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1532,1984
8645,Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5855,6153
8646,Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,11379,13580
8647,Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7369,8227
8648,Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3308,3768
8649,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,26198,34994
8650,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),25126,34430
8651,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1260,1260
8652,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5164,5629
8653,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5804,5804
8654,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,9821,12287
8655,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),11084,14796
8656,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,500,500
8657,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4454,5521
8658,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),7513,7544
8659,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1587,2283
8660,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),2299,2299
8661,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,18570,33317
8662,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),27504,33427
8663,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,644,644
8664,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4878,5257
8665,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6270,6621
